1,4752,4773,4973,5045,5173,5194,2,1
2,5522,5581,5781,5920,5981,6039,14,1
3,6379,6367,6567,6659,6767,6754,15,1
4,7158,7154,7354,7421,7554,7549,6,1
5,7969,7988,8188,8255,8388,8407,10,1
6,8730,8743,8943,8999,9143,9156,19,1
7,9516,9589,9789,9882,9989,10061,16,1
8,10351,10365,10565,10646,10765,10779,1,1
9,11142,11136,11336,11394,11536,11529,9,1
10,11939,11951,12151,12197,12351,12362,8,1
11,12821,12821,13021,13043,13221,13221,17,1
12,13700,13676,13876,13915,14076,14051,20,1
13,14506,14487,14687,14701,14887,14868,18,1
14,15188,15210,15410,15477,15610,15632,4,1
15,15981,15974,16174,16240,16374,16367,5,1
16,16759,16802,17002,17108,17202,17244,13,1
17,17570,17561,17761,17784,17961,17952,3,1
18,18324,18297,18497,18543,18697,18669,7,1
19,19000,19016,19216,19273,19416,19431,11,1
20,19734,19749,19949,20018,20149,20164,12,1
21,20670,20731,20931,21031,21131,21191,13,2
22,21536,21530,21730,21783,21930,21924,4,2
23,22223,22218,22418,22476,22618,22612,2,2
24,23066,23073,23273,23354,23473,23479,17,2
25,23948,23942,24142,24202,24342,24335,20,2
26,24760,24783,24983,25042,25183,25206,18,2
27,25566,25582,25782,25857,25982,25998,8,2
28,26392,26392,26592,26671,26792,26792,5,2
29,27106,27100,27300,27357,27500,27494,12,2
30,27801,27775,27975,28029,28175,28149,1,2
31,28497,28490,28690,28743,28890,28882,3,2
32,29282,29300,29500,29571,29700,29717,10,2
33,30021,30050,30250,30352,30450,30478,14,2
34,30816,30870,31070,31181,31270,31324,15,2
35,31682,31679,31879,31960,32079,32076,7,2
36,32461,32485,32685,32764,32885,32909,19,2
37,33253,33409,33609,33847,33809,33964,16,2
38,34336,34368,34568,34663,34768,34799,6,2
39,35167,35211,35411,35510,35611,35655,11,2
40,36043,36043,36243,36311,36443,36443,9,2
41,36763,36745,36945,36987,37145,37126,1,3
42,37606,37600,37800,37866,38000,37994,20,3
43,38397,38392,38592,38645,38792,38787,10,3
44,39230,39236,39436,39518,39636,39642,9,3
45,40109,40254,40454,40637,40654,40798,13,3
46,41213,41233,41433,41517,41633,41653,5,3
47,41995,42000,42200,42273,42400,42404,11,3
48,42793,42813,43013,43114,43213,43233,18,3
49,43576,43581,43781,43881,43981,43986,19,3
50,44349,44409,44609,44724,44809,44868,16,3
51,45188,45242,45442,45552,45642,45695,14,3
52,46028,46069,46269,46400,46469,46509,15,3
53,46830,46830,47030,47105,47230,47229,7,3
54,47627,47660,47860,47941,48060,48092,8,3
55,48486,48489,48689,48730,48889,48892,2,3
56,49291,49277,49477,49552,49677,49662,6,3
57,49950,49958,50158,50244,50358,50366,4,3
58,50679,50689,50889,50947,51089,51099,3,3
59,51457,51479,51679,51734,51879,51900,12,3
60,52383,52409,52609,52686,52809,52834,17,3
61,53260,53330,53530,53677,53730,53800,13,4
62,54162,54239,54439,54555,54639,54716,15,4
63,55034,55020,55220,55257,55420,55406,7,4
64,55865,55852,56052,56108,56252,56238,20,4
65,56597,56587,56787,56820,56987,56977,5,4
66,57336,57360,57560,57669,57760,57783,11,4
67,58097,58071,58271,58325,58471,58444,1,4
68,58764,58790,58990,59070,59190,59216,14,4
69,59534,59587,59787,59924,59987,60040,16,4
70,60424,60452,60652,60764,60852,60880,10,4
71,61248,61250,61450,61544,61650,61652,9,4
72,62034,62029,62229,62298,62429,62423,8,4
73,62795,62792,62992,63085,63192,63189,19,4
74,63524,63510,63710,63775,63910,63895,4,4
75,64283,64299,64499,64607,64699,64715,18,4
76,65171,65145,65345,65399,65545,65518,17,4
77,65859,65835,66035,66053,66235,66210,2,4
78,66574,66569,66769,66841,66969,66963,6,4
79,67264,67392,67592,67645,67792,67920,3,4
80,68420,68457,68657,68728,68857,68893,12,4
