1,7812,7968,8168,8321,8368,8523,11,1
2,8927,9070,9270,9382,9470,9612,8,1
3,9988,10094,10294,10405,10494,10600,4,1
4,11056,11199,11399,11531,11599,11742,5,1
5,12092,12193,12393,12510,12593,12694,3,1
6,13141,13332,13532,13664,13732,13922,18,1
7,14405,14537,14737,14836,14937,15069,9,1
8,15386,15503,15703,15778,15903,16019,7,1
9,16471,16610,16810,16916,17010,17148,20,1
10,17422,17510,17710,17798,17910,17997,2,1
11,18306,18368,18568,18660,18768,18830,14,1
12,19261,19364,19564,19648,19764,19867,10,1
13,20207,20293,20493,20599,20693,20778,19,1
14,21115,21201,21401,21514,21601,21686,6,1
15,22003,22046,22246,22343,22446,22488,16,1
16,22884,23028,23228,23371,23428,23572,17,1
17,23904,23989,24189,24303,24389,24473,15,1
18,24760,24879,25079,25208,25279,25398,1,1
19,25703,25818,26018,26104,26218,26333,12,1
20,26918,27014,27214,27314,27414,27509,13,1
21,27831,27914,28114,28216,28314,28396,16,2
22,28725,28841,29041,29151,29241,29356,9,2
23,29772,29910,30110,30243,30310,30448,20,2
24,30765,30881,31081,31180,31281,31396,4,2
25,31700,31815,32015,32134,32215,32329,1,2
26,32655,32763,32963,33055,33163,33271,11,2
27,33600,33736,33936,34035,34136,34272,5,2
28,34600,34698,34898,34985,35098,35195,6,2
29,35474,35557,35757,35829,35957,36040,7,2
30,36368,36434,36634,36720,36834,36899,15,2
31,37173,37242,37442,37555,37642,37711,2,2
32,38150,38304,38504,38637,38704,38858,17,2
33,39204,39318,39518,39614,39718,39832,19,2
34,40174,40246,40446,40511,40646,40717,14,2
35,41136,41304,41504,41591,41704,41871,18,2
36,42274,42381,42581,42689,42781,42888,10,2
37,43264,43416,43616,43758,43816,43967,8,2
38,44264,44380,44580,44681,44780,44896,12,2
39,45205,45285,45485,45588,45685,45764,3,2
40,46129,46208,46408,46489,46608,46687,13,2
41,47095,47214,47414,47507,47614,47732,18,3
42,48296,48391,48591,48696,48791,48885,20,3
43,49181,49274,49474,49564,49674,49766,7,3
44,50056,50178,50378,50465,50578,50699,12,3
45,51119,51175,51375,51452,51575,51630,13,3
46,51937,52037,52237,52355,52437,52537,4,3
47,52823,52924,53124,53243,53324,53425,3,3
48,53747,53829,54029,54119,54229,54311,15,3
49,54642,54754,54954,55053,55154,55265,19,3
50,55621,55726,55926,56037,56126,56231,10,3
51,56563,56684,56884,56984,57084,57204,5,3
52,57588,57715,57915,57996,58115,58241,8,3
53,58566,58654,58854,58927,59054,59141,16,3
54,59466,59518,59718,59796,59918,59970,14,3
55,60291,60409,60609,60734,60809,60927,11,3
56,61204,61313,61513,61634,61713,61821,2,3
57,62107,62193,62393,62490,62593,62679,1,3
58,63088,63186,63386,63491,63586,63684,17,3
59,64018,64107,64307,64401,64507,64595,6,3
60,64914,65012,65212,65323,65412,65509,9,3
61,65793,65869,66069,66169,66269,66345,3,4
62,66689,66760,66960,67081,67160,67231,10,4
63,67551,67619,67819,67911,68019,68087,5,4
64,68506,68622,68822,68925,69022,69138,17,4
65,69545,69630,69830,69911,70030,70114,20,4
66,70422,70515,70715,70816,70915,71008,11,4
67,71321,71407,71607,71693,71807,71893,9,4
68,72247,72302,72502,72594,72702,72756,13,4
69,73085,73189,73389,73494,73589,73692,7,4
70,74046,74119,74319,74423,74519,74592,15,4
71,74948,75042,75242,75357,75442,75535,6,4
72,75866,75947,76147,76246,76347,76428,14,4
73,76789,76874,77074,77168,77274,77358,12,4
74,77780,77899,78099,78193,78299,78417,18,4
75,78707,78794,78994,79092,79194,79281,1,4
76,79572,79658,79858,79959,80058,80144,2,4
77,80469,80543,80743,80865,80943,81017,19,4
78,81296,81387,81587,81703,81787,81878,4,4
79,82180,82246,82446,82521,82646,82711,16,4
80,83062,83192,83392,83497,83592,83722,8,4
