1,8472,8558,8758,8869,8958,9043,20,1
2,9344,9435,9635,9724,9835,9926,3,1
3,10239,10317,10517,10627,10717,10795,7,1
4,11141,11241,11441,11550,11641,11741,6,1
5,12136,12235,12435,12572,12635,12734,13,1
6,14652,14761,14961,15106,15161,15270,11,1
7,15638,15710,15910,16015,16110,16182,5,1
8,16600,16697,16897,17043,17097,17193,15,1
9,17539,17650,17850,17937,18050,18161,8,1
10,18595,18696,18896,19043,19096,19197,18,1
11,19487,19564,19764,19869,19964,20040,1,1
12,20351,20420,20620,20710,20820,20889,12,1
13,21225,21295,21495,21581,21695,21765,9,1
14,22046,22114,22314,22418,22514,22581,2,1
15,22888,22928,23128,23180,23328,23367,4,1
16,23721,23792,23992,24093,24192,24262,10,1
17,24565,24626,24826,24915,25026,25086,19,1
18,25387,25494,25694,25860,25894,26001,16,1
19,26409,26513,26713,26840,26913,27016,17,1
20,27332,27382,27582,27698,27782,27832,14,1
21,28280,28341,28541,28643,28741,28801,20,2
22,29123,29152,29352,29443,29552,29581,14,2
23,29870,29921,30121,30215,30321,30371,1,2
24,30752,30827,31027,31134,31227,31301,17,2
25,31642,31691,31891,31986,32091,32139,6,2
26,32415,32468,32668,32757,32868,32921,2,2
27,33197,33230,33430,33525,33630,33662,3,2
28,34017,34084,34284,34421,34484,34550,13,2
29,34849,34905,35105,35200,35305,35360,11,2
30,35710,35773,35973,36087,36173,36236,18,2
31,36546,36603,36803,36919,37003,37059,16,2
32,37369,37425,37625,37728,37825,37881,9,2
33,38213,38287,38487,38598,38687,38760,8,2
34,39090,39143,39343,39451,39543,39595,10,2
35,39878,39911,40111,40208,40311,40343,4,2
36,40665,40719,40919,41013,41119,41173,5,2
37,41521,41567,41767,41881,41967,42013,15,2
38,42280,42352,42552,42679,42752,42824,7,2
39,43167,43222,43422,43528,43622,43677,19,2
40,43946,44018,44218,44333,44418,44489,12,2
41,44915,44964,45164,45265,45364,45413,9,3
42,45775,45834,46034,46153,46234,46292,10,3
43,46609,46646,46846,46954,47046,47083,14,3
44,47409,47449,47649,47764,47849,47889,15,3
45,48169,48239,48439,48544,48639,48708,11,3
46,48966,49076,49276,49432,49476,49585,12,3
47,49935,49996,50196,50300,50396,50457,18,3
48,50796,50857,51057,51208,51257,51318,13,3
49,51699,51780,51980,52109,52180,52260,17,3
50,52601,52646,52846,52951,53046,53090,5,3
51,53366,53410,53610,53719,53810,53854,4,3
52,54163,54197,54397,54491,54597,54631,19,3
53,54896,54921,55121,55213,55321,55345,7,3
54,55738,55793,55993,56115,56193,56248,20,3
55,56530,56577,56777,56889,56977,57023,2,3
56,57287,57338,57538,57654,57738,57788,3,3
57,58115,58190,58390,58518,58590,58665,6,3
58,58968,59049,59249,59384,59449,59529,16,3
59,59868,60003,60203,60393,60403,60538,8,3
60,60875,60945,61145,61272,61345,61414,1,3
61,61720,61744,61944,62033,62144,62168,7,4
62,62436,62486,62686,62797,62886,62935,12,4
63,63237,63299,63499,63642,63699,63760,16,4
64,64077,64140,64340,64456,64540,64603,6,4
65,64902,64955,65155,65286,65355,65407,14,4
66,65664,65702,65902,65996,66102,66139,4,4
67,66437,66483,66683,66786,66883,66929,9,4
68,67207,67284,67484,67623,67684,67760,11,4
69,68157,68220,68420,68535,68620,68682,20,4
70,69014,69084,69284,69415,69484,69553,10,4
71,69930,70025,70225,70372,70425,70519,18,4
72,70780,70858,71058,71206,71258,71335,3,4
73,71594,71662,71862,71973,72062,72129,2,4
74,72439,72519,72719,72800,72919,72999,19,4
75,73371,73458,73658,73801,73858,73945,17,4
76,74221,74269,74469,74567,74669,74717,1,4
77,75032,75085,75285,75393,75485,75537,5,4
78,75879,75950,76150,76300,76350,76421,13,4
79,76769,76862,77062,77212,77262,77355,8,4
80,77681,77745,77945,78049,78145,78209,15,4
