1,7450,7538,7738,7857,7938,8025,6,1
2,8353,8391,8591,8683,8791,8828,15,1
3,9121,9186,9386,9498,9586,9650,2,1
4,10073,10151,10351,10457,10551,10628,16,1
5,11084,11194,11394,11536,11594,11703,5,1
6,12235,12324,12524,12675,12724,12813,4,1
7,13131,13249,13449,13584,13649,13767,12,1
8,14229,14348,14548,14692,14748,14866,18,1
9,15224,15326,15526,15644,15726,15827,10,1
10,16174,16273,16473,16598,16673,16771,8,1
11,17112,17183,17383,17504,17583,17653,3,1
12,17930,18005,18205,18317,18405,18480,1,1
13,18829,18917,19117,19243,19317,19404,13,1
14,19706,19768,19968,20070,20168,20229,7,1
15,20573,20629,20829,20921,21029,21085,19,1
16,22403,22552,22752,22903,22952,23100,17,1
17,23345,23491,23691,23883,23891,24036,17,1
18,25137,25224,25424,25532,25624,25711,11,1
19,26425,26455,26655,26746,26855,26885,14,1
20,27090,27132,27332,27441,27532,27574,14,1
21,28272,28369,28569,28697,28769,28866,9,1
22,29290,29369,29569,29681,29769,29847,20,1
23,30129,30196,30396,30497,30596,30662,3,2
24,30989,31094,31294,31440,31494,31598,10,2
25,31903,31934,32134,32206,32334,32364,14,2
26,32646,32721,32921,33041,33121,33196,16,2
27,33478,33548,33748,33842,33948,34017,1,2
28,34301,34389,34589,34651,34789,34877,19,2
29,35189,35269,35469,35565,35669,35749,8,2
30,36164,36273,36473,36611,36673,36782,18,2
31,37056,37142,37342,37459,37542,37627,12,2
32,38032,38086,38286,38374,38486,38540,20,2
33,38899,38972,39172,39295,39372,39444,5,2
34,39760,39779,39979,40037,40179,40197,15,2
35,40482,40550,40750,40847,40950,41018,11,2
36,41282,41338,41538,41625,41738,41794,2,2
37,42123,42221,42421,42570,42621,42718,13,2
38,43017,43094,43294,43372,43494,43570,9,2
39,43934,44042,44242,44350,44442,44550,17,2
40,44894,44961,45161,45267,45361,45427,6,2
41,45717,45803,46003,46132,46203,46288,7,2
42,46551,46628,46828,46938,47028,47104,4,2
43,47467,47556,47756,47878,47956,48045,5,3
44,48404,48498,48698,48817,48898,48992,8,3
45,49298,49341,49541,49630,49741,49784,3,3
46,50192,50253,50453,50553,50653,50714,20,3
47,51042,51105,51305,51420,51505,51567,13,3
48,51837,51968,52168,52303,52368,52498,12,3
49,52843,52947,53147,53305,53347,53451,10,3
50,54046,54115,54315,54398,54515,54583,7,3
51,54890,54926,55126,55186,55326,55362,15,3
52,55675,55703,55903,55986,56103,56131,14,3
53,56400,56502,56702,56854,56902,57003,1,3
54,57408,57493,57693,57812,57893,57977,17,3
55,58270,58323,58523,58616,58723,58775,9,3
56,59062,59095,59295,59373,59495,59527,19,3
57,59799,59865,60065,60166,60265,60330,4,3
58,60712,60880,61080,61257,61280,61447,18,3
59,61712,61832,62032,62149,62232,62351,16,3
60,62659,62732,62932,63038,63132,63204,6,3
61,63483,63566,63766,63894,63966,64049,11,3
62,64296,64356,64556,64662,64756,64815,2,3
63,65122,65203,65403,65524,65603,65684,10,4
64,66140,66208,66408,66523,66608,66676,8,4
65,67089,67138,67338,67426,67538,67587,20,4
66,67884,67930,68130,68220,68330,68375,6,4
67,68689,68755,68955,69053,69155,69220,13,4
68,69486,69585,69785,69897,69985,70084,16,4
69,70401,70485,70685,70804,70885,70969,5,4
70,71378,71476,71676,71777,71876,71973,17,4
71,72238,72285,72485,72572,72685,72732,1,4
72,73039,73091,73291,73364,73491,73543,15,4
73,73806,73884,74084,74189,74284,74361,2,4
74,74717,74839,75039,75181,75239,75361,18,4
75,75632,75687,75887,75984,76087,76142,7,4
76,76416,76502,76702,76842,76902,76988,3,4
77,77268,77334,77534,77646,77734,77799,19,4
78,78061,78137,78337,78449,78537,78613,4,4
79,78912,78952,79152,79218,79352,79391,14,4
80,79663,79755,79955,80048,80155,80247,12,4
81,80597,80700,80900,81044,81100,81203,9,4
82,81506,81600,81800,81900,82000,82093,11,4
