1,3610,3647,3847,3913,4047,4083,13,1
2,4444,4526,4726,4846,4926,5007,18,1
3,5334,5375,5575,5668,5775,5815,15,1
4,6103,6177,6377,6497,6577,6651,11,1
5,6994,7080,7280,7432,7480,7566,10,1
6,7850,7915,8115,8229,8315,8380,16,1
7,8776,8873,9073,9229,9273,9369,17,1
8,9662,9717,9917,10024,10117,10171,19,1
9,10484,10570,10770,10918,10970,11055,6,1
10,11335,11379,11579,11679,11779,11822,7,1
11,12157,12216,12416,12539,12616,12675,8,1
12,12975,13001,13201,13284,13401,13426,14,1
13,13852,13922,14122,14260,14322,14392,20,1
14,14665,14708,14908,15001,15108,15150,4,1
15,15411,15478,15678,15792,15878,15945,1,1
16,16222,16274,16474,16579,16674,16726,12,1
17,16985,17031,17231,17337,17431,17476,2,1
18,17743,17803,18003,18133,18203,18263,3,1
19,18550,18613,18813,18940,19013,19075,9,1
20,19396,19458,19658,19767,19858,19920,5,1
21,20209,20247,20447,20551,20647,20684,19,2
22,20972,21023,21223,21346,21423,21473,16,2
23,21763,21822,22022,22146,22222,22281,1,2
24,22583,22603,22803,22882,23003,23023,14,2
25,23288,23301,23501,23594,23701,23714,9,2
26,23974,24008,24208,24304,24408,24441,7,2
27,24748,24789,24989,25088,25189,25229,12,2
28,25463,25499,25699,25808,25899,25934,4,2
29,26229,26279,26479,26593,26679,26728,11,2
30,27134,27177,27377,27477,27577,27619,20,2
31,27926,27964,28164,28262,28364,28402,6,2
32,28724,28776,28976,29096,29176,29227,10,2
33,29588,29681,29881,30034,30081,30174,18,2
34,30475,30531,30731,30846,30931,30986,2,2
35,31314,31396,31596,31732,31796,31877,8,2
36,32207,32228,32428,32517,32628,32648,13,2
37,33022,33067,33267,33368,33467,33512,17,2
38,33779,33851,34051,34179,34251,34323,3,2
39,34694,34738,34938,35038,35138,35182,15,2
40,35489,35583,35783,35942,35983,36076,5,2
41,36359,36373,36573,36661,36773,36787,14,3
42,37139,37207,37407,37530,37607,37675,17,3
43,37982,38030,38230,38334,38430,38478,9,3
44,38767,38802,39002,39094,39202,39236,15,3
45,39497,39575,39775,39904,39975,40052,1,3
46,40310,40376,40576,40707,40776,40841,3,3
47,41175,41255,41455,41597,41655,41734,18,3
48,43208,43264,43464,43597,43664,43720,19,3
49,43980,44063,44263,44377,44463,44546,4,3
50,44852,44933,45133,45271,45333,45413,12,3
51,45860,45909,46109,46228,46309,46357,20,3
52,46644,46686,46886,46976,47086,47128,16,3
53,47444,47458,47658,47744,47858,47871,13,3
54,48151,48213,48413,48537,48613,48675,7,3
55,48977,49029,49229,49337,49429,49480,5,3
56,49745,49822,50022,50162,50222,50299,11,3
57,50626,50673,50873,50998,51073,51120,10,3
58,51411,51489,51689,51834,51889,51967,6,3
59,52269,52335,52535,52655,52735,52800,8,3
60,53059,53099,53299,53430,53499,53539,2,3
61,53831,53884,54084,54200,54284,54337,7,4
62,54734,54803,55003,55100,55203,55271,17,4
63,55582,55597,55797,55890,55997,56012,14,4
64,56321,56350,56550,56638,56750,56779,8,4
65,57266,57313,57513,57638,57713,57760,20,4
66,58032,58103,58303,58431,58503,58573,1,4
67,58851,58876,59076,59158,59276,59300,16,4
68,59583,59623,59823,59896,60023,60063,15,4
69,60328,60375,60575,60694,60775,60821,3,4
70,61158,61196,61396,61505,61596,61634,5,4
71,61902,61945,62145,62251,62345,62388,11,4
72,62702,62719,62919,63015,63119,63136,10,4
73,63442,63489,63689,63745,63889,63936,13,4
74,64190,64235,64435,64562,64635,64680,12,4
75,65018,65078,65278,65400,65478,65537,18,4
76,65853,65915,66115,66253,66315,66376,6,4
77,66623,66680,66880,66995,67080,67137,4,4
78,67407,67479,67679,67781,67879,67950,9,4
79,68187,68240,68440,68567,68640,68693,2,4
80,68965,68986,69186,69310,69386,69407,19,4
