1,4604,4587,4787,4880,4987,4970,18,1
2,5429,5427,5627,5743,5827,5824,20,1
3,6294,6276,6476,6556,6676,6657,13,1
4,6954,6961,7161,7261,7361,7367,10,1
5,7661,7660,7860,7939,8060,8058,6,1
6,8328,8357,8557,8652,8757,8786,16,1
7,9027,9014,9214,9273,9414,9401,4,1
8,9646,9650,9850,9941,10050,10054,3,1
9,10355,10341,10541,10622,10741,10726,15,1
10,10972,10957,11157,11226,11357,11341,7,1
11,11655,11640,11840,11925,12040,12025,8,1
12,12290,12276,12476,12566,12676,12661,11,1
13,12937,12905,13105,13161,13305,13272,14,1
14,13575,13567,13767,13879,13967,13959,5,1
15,14224,14197,14397,14463,14597,14569,12,1
16,14814,14790,14990,15057,15190,15166,2,1
17,15389,15374,15574,15654,15774,15759,1,1
18,16025,16012,16212,16315,16412,16398,9,1
19,16728,16709,16909,16972,17109,17089,17,1
20,17365,17364,17564,17653,17764,17763,19,1
21,17995,17995,18195,18278,18395,18394,1,2
22,18704,18707,18907,18988,19107,19109,8,2
23,19440,19431,19631,19710,19831,19822,6,2
24,20194,20204,20404,20497,20604,20613,17,2
25,20919,20882,21082,21147,21282,21244,14,2
26,21537,21530,21730,21812,21930,21922,5,2
27,22136,22128,22328,22407,22528,22519,2,2
28,22738,22724,22924,23018,23124,23109,7,2
29,23384,23391,23591,23671,23791,23798,15,2
30,24136,24176,24376,24482,24576,24616,18,2
31,24837,24817,25017,25086,25217,25197,3,2
32,25513,25505,25705,25802,25905,25896,10,2
33,26127,26117,26317,26406,26517,26506,11,2
34,26730,26710,26910,27001,27110,27090,4,2
35,27432,27430,27630,27728,27830,27828,13,2
36,28095,28079,28279,28374,28479,28463,9,2
37,28667,28657,28857,28963,29057,29046,12,2
38,29292,29274,29474,29565,29674,29656,19,2
39,29889,29903,30103,30190,30303,30317,16,2
40,30906,30926,31126,31242,31326,31346,20,2
41,31578,31594,31794,31920,31994,32009,7,3
42,32197,32234,32434,32563,32634,32670,1,3
43,32870,32877,33077,33176,33277,33283,3,3
44,33519,33550,33750,33865,33950,33981,16,3
45,34231,34249,34449,34576,34649,34666,9,3
46,34901,34905,35105,35211,35305,35308,19,3
47,35579,35629,35829,35902,36029,36078,13,3
48,36582,36611,36811,36930,37011,37039,15,3
49,37406,37434,37634,37749,37834,37862,20,3
50,38173,38174,38374,38476,38574,38574,18,3
51,38859,38862,39062,39166,39262,39265,6,3
52,39535,39555,39755,39883,39955,39975,8,3
53,40193,40198,40398,40516,40598,40603,11,3
54,40861,40859,41059,41154,41259,41256,5,3
55,41505,41480,41680,41761,41880,41855,14,3
56,42235,42224,42424,42505,42624,42613,17,3
57,42845,42822,43022,43105,43222,43199,4,3
58,43408,43395,43595,43688,43795,43781,2,3
59,43990,43983,44183,44281,44383,44376,12,3
60,44669,44655,44855,44955,45055,45040,10,3
61,45243,45224,45424,45517,45624,45604,7,4
62,45791,45771,45971,46060,46171,46151,2,4
63,46380,46371,46571,46659,46771,46761,19,4
64,46999,46975,47175,47252,47375,47350,11,4
65,47593,47578,47778,47859,47978,47962,15,4
66,48143,48129,48329,48450,48529,48514,3,4
67,48745,48725,48925,49005,49125,49104,4,4
68,49351,49375,49575,49655,49775,49798,16,4
69,50166,50158,50358,50450,50558,50549,20,4
70,50851,50825,51025,51103,51225,51198,17,4
71,51467,51467,51667,51752,51867,51866,5,4
72,52141,52128,52328,52424,52528,52514,10,4
73,52783,52781,52981,53055,53181,53179,13,4
74,53470,53461,53661,53747,53861,53851,8,4
75,54070,54062,54262,54339,54462,54453,1,4
76,54752,54735,54935,55019,55135,55118,18,4
77,55381,55361,55561,55658,55761,55741,6,4
78,55958,55933,56133,56224,56333,56307,12,4
79,56572,56574,56774,56883,56974,56975,9,4
80,57228,57204,57404,57473,57604,57580,14,4
