1,8365,8419,8619,8756,8819,8873,10,1
2,9239,9279,9479,9596,9679,9719,15,1
3,9997,10023,10223,10307,10423,10449,2,1
4,10780,10823,11023,11147,11223,11265,6,1
5,11546,11575,11775,11885,11975,12003,11,1
6,12416,12474,12674,12809,12874,12932,17,1
7,13339,13371,13571,13669,13771,13802,5,1
8,14103,14123,14323,14427,14523,14542,7,1
9,14880,14912,15112,15251,15312,15344,14,1
10,15649,15715,15915,16061,16115,16180,3,1
11,16509,16567,16767,16919,16967,17025,16,1
12,17290,17376,17576,17742,17776,17862,1,1
13,18146,18203,18403,18545,18603,18659,9,1
14,19099,19188,19388,19543,19588,19676,19,1
15,20082,20157,20357,20507,20557,20632,8,1
16,21401,21441,21641,21760,21841,21880,13,1
17,22217,22243,22443,22547,22643,22668,12,1
18,23252,23284,23484,23613,23684,23716,20,1
19,24011,24087,24287,24435,24487,24562,4,1
20,24930,25016,25216,25386,25416,25501,18,1
21,26008,26116,26316,26504,26516,26624,18,2
22,26943,27002,27202,27336,27402,27461,6,2
23,27779,27825,28025,28135,28225,28271,8,2
24,28590,28610,28810,28915,29010,29030,19,2
25,29319,29375,29575,29715,29775,29831,11,2
26,30154,30178,30378,30483,30578,30602,15,2
27,31013,31044,31244,31361,31444,31475,20,2
28,31749,31797,31997,32121,32197,32245,4,2
29,32540,32590,32790,32914,32990,33040,16,2
30,33400,33450,33650,33760,33850,33899,13,2
31,34409,34421,34621,34732,34821,34833,14,2
32,35084,35128,35328,35454,35528,35572,1,2
33,35865,35919,36119,36266,36319,36372,12,2
34,36637,36652,36852,36958,37052,37067,7,2
35,37331,37375,37575,37707,37775,37818,3,2
36,38104,38125,38325,38442,38525,38546,9,2
37,38885,38920,39120,39240,39320,39355,10,2
38,39753,39809,40009,40139,40209,40265,17,2
39,40558,40603,40803,40925,41003,41048,2,2
40,41383,41434,41634,41766,41834,41884,5,2
41,42280,42330,42530,42672,42730,42779,17,3
42,43049,43131,43331,43483,43531,43613,4,3
43,43942,43999,44199,44328,44399,44456,10,3
44,44745,44766,44966,45076,45166,45187,19,3
45,45554,45590,45790,45922,45990,46026,15,3
46,46409,46514,46714,46904,46914,47019,18,3
47,47374,47437,47637,47776,47837,47899,5,3
48,48265,48355,48555,48699,48755,48844,16,3
49,49094,49124,49324,49427,49524,49554,2,3
50,49804,49856,50056,50194,50256,50307,12,3
51,50666,50699,50899,51006,51099,51132,13,3
52,51567,51582,51782,51890,51982,51996,14,3
53,52240,52263,52463,52564,52663,52686,3,3
54,52987,53016,53216,53338,53416,53444,9,3
55,53750,53793,53993,54110,54193,54235,6,3
56,54853,54978,55178,55372,55378,55503,8,3
57,55817,55886,56086,56251,56286,56355,11,3
58,56630,56645,56845,56961,57045,57059,7,3
59,57449,57485,57685,57800,57885,57920,20,3
60,58178,58244,58444,58590,58644,58710,1,3
61,58995,59033,59233,59355,59433,59471,16,4
62,59737,59770,59970,60088,60170,60202,19,4
63,60472,60486,60686,60790,60886,60900,3,4
64,61137,61148,61348,61454,61548,61559,2,4
65,61855,61896,62096,62220,62296,62337,9,4
66,62659,62681,62881,62983,63081,63102,10,4
67,63457,63529,63729,63886,63929,64000,18,4
68,64305,64323,64523,64623,64723,64740,15,4
69,65116,65165,65365,65490,65565,65614,17,4
70,65869,65942,66142,66292,66342,66415,4,4
71,66802,66853,67053,67189,67253,67303,20,4
72,67564,67587,67787,67884,67987,68009,7,4
73,68327,68354,68554,68671,68754,68781,13,4
74,69017,69050,69250,69382,69450,69483,1,4
75,69735,69757,69957,70070,70157,70179,11,4
76,70410,70474,70674,70831,70874,70937,12,4
77,71232,71330,71530,71679,71730,71827,8,4
78,72132,72200,72400,72544,72600,72668,6,4
79,72986,73013,73213,73335,73413,73439,14,4
80,73762,73800,74000,74124,74200,74238,5,4
